user_id,course_id,progress,rating,enrollment_date
32,149,5,,2025-11-01
89,60,47,5.0,2025-08-26
67,38,57,2.0,2025-07-19
77,115,47,3.0,2025-08-04
44,34,43,2.0,2025-09-20
16,82,13,,2025-09-02
65,112,54,5.0,2024-11-17
73,119,62,5.0,2025-07-29
19,64,46,5.0,2025-03-05
52,40,87,5.0,2025-01-03
97,94,6,,2024-12-05
71,55,79,3.0,2025-05-19
9,16,9,,2024-12-25
95,113,10,,2024-12-18
31,81,30,5.0,2025-02-07
90,123,83,3.0,2024-12-05
71,80,44,5.0,2025-03-05
71,106,56,3.0,2025-02-24
60,105,26,1.0,2025-04-13
16,119,35,5.0,2024-11-04
96,141,56,4.0,2025-04-23
10,28,34,3.0,2024-12-09
90,28,70,4.0,2025-03-05
85,124,70,2.0,2025-03-23
42,50,52,5.0,2025-09-16
56,111,65,5.0,2025-02-04
83,49,26,4.0,2025-06-03
2,63,24,5.0,2025-08-31
89,30,50,4.0,2025-01-25
28,42,2,,2025-01-30
47,56,36,3.0,2025-01-20
49,14,90,2.0,2025-01-02
43,36,28,5.0,2025-08-11
29,44,93,3.0,2025-01-02
72,136,63,1.0,2025-05-01
7,113,90,3.0,2025-02-19
44,33,22,4.0,2025-01-08
23,9,56,3.0,2025-05-19
93,72,21,3.0,2025-11-02
15,70,13,,2025-10-12
19,117,25,2.0,2025-10-09
99,27,71,4.0,2025-03-25
16,12,50,3.0,2024-12-01
48,77,34,2.0,2025-10-01
54,58,54,3.0,2025-02-23
46,51,5,,2025-05-25
4,45,58,2.0,2024-11-11
26,133,51,4.0,2025-06-17
76,119,74,4.0,2025-04-17
60,150,88,1.0,2025-02-17
51,147,12,,2025-01-28
4,77,96,1.0,2025-06-09
41,13,11,,2025-10-17
43,13,12,,2025-06-13
96,80,86,2.0,2025-09-06
1,95,43,1.0,2025-08-02
36,75,16,,2025-10-26
63,79,41,1.0,2025-07-11
2,134,30,5.0,2025-02-07
56,125,49,2.0,2025-09-20
81,86,49,2.0,2025-07-11
42,57,88,2.0,2024-11-16
86,36,20,,2025-07-23
7,126,15,,2024-11-09
98,128,12,,2025-05-09
17,142,62,2.0,2025-02-11
86,148,72,2.0,2025-07-02
14,44,81,2.0,2025-02-03
65,93,50,3.0,2025-01-09
10,106,72,1.0,2025-01-30
16,88,65,5.0,2025-08-30
96,11,92,4.0,2025-06-27
77,109,20,,2024-12-23
86,85,9,,2025-01-05
77,24,45,3.0,2025-04-13
70,64,88,4.0,2025-03-06
10,61,41,4.0,2025-09-27
18,147,85,2.0,2025-01-02
36,149,57,2.0,2024-12-23
15,81,22,4.0,2025-10-14
29,77,26,5.0,2025-07-04
72,145,57,2.0,2025-06-09
71,13,13,,2025-08-05
58,18,77,1.0,2025-02-06
67,40,23,2.0,2025-04-18
9,127,71,3.0,2025-09-10
39,78,6,,2025-10-03
41,106,17,,2025-06-26
24,136,33,5.0,2025-07-19
91,116,8,,2025-03-01
88,93,44,4.0,2024-11-08
40,131,25,3.0,2025-03-25
75,74,62,3.0,2025-04-08
44,81,48,4.0,2025-07-29
37,99,9,,2025-06-26
33,118,48,2.0,2024-11-08
72,121,57,2.0,2025-08-06
38,76,92,3.0,2025-10-25
11,18,13,,2024-12-31
16,35,28,5.0,2024-12-02
5,146,75,2.0,2024-11-20
27,61,81,1.0,2025-05-03
13,50,23,2.0,2025-01-12
83,23,26,4.0,2025-06-11
51,30,39,1.0,2025-02-06
65,41,54,1.0,2025-08-26
58,76,58,4.0,2025-09-30
51,59,62,5.0,2025-10-13
19,128,89,3.0,2025-09-03
39,57,45,5.0,2024-11-22
54,14,76,5.0,2025-05-16
81,92,95,2.0,2025-08-11
77,47,71,1.0,2025-08-04
6,29,23,5.0,2025-03-14
38,68,28,3.0,2025-09-25
85,116,56,2.0,2025-08-23
44,44,86,1.0,2025-10-22
66,143,21,3.0,2025-08-03
70,29,18,,2025-07-22
97,40,42,4.0,2025-06-11
66,109,54,1.0,2025-06-13
98,75,21,5.0,2025-01-03
47,56,94,2.0,2025-05-21
44,8,70,1.0,2025-07-16
72,71,88,3.0,2025-01-06
40,149,83,1.0,2025-03-03
99,8,0,,2025-10-19
34,27,96,2.0,2025-09-16
35,82,73,5.0,2024-11-03
54,129,65,3.0,2025-07-26
82,44,73,3.0,2025-07-10
51,40,82,5.0,2025-03-24
28,30,30,3.0,2024-11-21
92,132,93,1.0,2025-06-17
88,54,83,1.0,2025-09-05
73,2,61,1.0,2025-10-14
64,147,92,1.0,2024-11-30
30,112,35,1.0,2025-05-04
56,86,2,,2025-10-07
53,72,93,4.0,2025-04-13
45,128,12,,2025-03-21
24,131,84,2.0,2024-11-10
85,140,85,5.0,2025-02-21
62,25,44,2.0,2025-09-10
20,140,94,2.0,2025-08-27
86,118,12,,2024-12-02
20,105,35,4.0,2024-12-09
4,4,12,,2025-08-28
53,133,55,4.0,2025-10-23
70,75,23,4.0,2025-07-21
64,25,70,2.0,2025-04-26
22,115,86,4.0,2025-01-09
74,51,14,,2024-12-19
94,39,24,4.0,2025-06-08
35,3,41,2.0,2025-09-16
41,147,48,2.0,2025-05-25
18,122,12,,2025-01-18
48,44,63,1.0,2025-05-08
68,13,15,,2025-03-10
3,132,48,5.0,2024-12-30
31,52,4,,2025-04-30
29,117,3,,2025-10-09
76,46,33,4.0,2025-05-14
57,141,83,1.0,2025-02-22
85,67,27,3.0,2025-05-27
31,138,33,1.0,2025-10-15
30,75,53,2.0,2025-10-24
61,56,59,3.0,2025-03-07
60,145,27,1.0,2025-10-30
52,139,40,3.0,2025-06-23
3,74,84,4.0,2025-11-02
80,6,89,3.0,2025-02-27
4,57,57,1.0,2025-10-21
60,120,52,2.0,2025-06-04
48,39,5,,2025-06-04
71,16,3,,2025-04-26
63,51,98,3.0,2025-02-22
54,65,37,5.0,2024-11-18
97,112,63,5.0,2025-08-22
47,53,6,,2024-12-02
81,129,91,4.0,2025-02-21
33,143,88,5.0,2024-11-29
13,46,38,4.0,2025-04-05
59,31,16,,2024-11-30
21,1,17,,2025-03-23
21,145,8,,2025-03-08
58,106,2,,2025-02-15
38,1,17,,2025-07-23
13,16,34,5.0,2024-12-23
16,75,16,,2025-08-12
60,128,50,1.0,2025-07-05
74,82,76,3.0,2025-10-13
87,131,2,,2025-03-08
91,36,87,5.0,2025-01-15
46,46,31,3.0,2025-07-23
63,1,48,5.0,2025-05-30
41,59,46,1.0,2025-10-06
81,120,30,1.0,2025-09-08
24,85,80,1.0,2025-07-16
97,39,100,1.0,2025-03-03
96,9,3,,2025-08-29
86,20,7,,2025-04-08
22,93,86,5.0,2025-06-26
54,122,26,4.0,2024-12-30
95,36,48,2.0,2025-02-13
62,120,78,3.0,2024-11-08
17,114,46,2.0,2025-03-02
2,78,22,1.0,2025-07-24
82,117,25,5.0,2025-02-16
51,139,77,1.0,2025-06-19
68,19,72,1.0,2025-07-07
21,26,79,4.0,2025-02-21
69,43,81,4.0,2025-02-05
78,95,9,,2025-07-20
41,104,56,4.0,2025-04-27
17,129,61,3.0,2025-01-10
18,5,53,5.0,2025-02-06
32,21,20,,2024-11-12
41,99,70,1.0,2025-10-13
90,18,93,1.0,2025-08-09
76,82,18,,2025-07-13
45,81,41,4.0,2025-03-09
51,102,6,,2025-03-08
86,130,52,5.0,2025-04-17
60,135,47,1.0,2024-12-11
40,147,27,5.0,2025-04-27
61,17,59,1.0,2025-10-09
90,16,31,1.0,2025-02-16
19,68,39,2.0,2025-01-27
69,130,88,4.0,2025-03-11
65,20,35,1.0,2025-10-31
93,92,1,,2025-07-25
65,2,71,3.0,2025-04-16
20,148,30,4.0,2025-05-01
18,66,81,3.0,2025-08-28
13,102,13,,2025-03-18
51,84,69,5.0,2025-08-18
35,134,27,4.0,2025-07-04
57,86,61,3.0,2025-05-29
11,78,66,1.0,2025-04-21
90,91,74,4.0,2025-04-23
2,22,44,1.0,2025-08-13
10,60,38,1.0,2025-09-22
50,36,99,3.0,2024-11-12
85,42,94,2.0,2025-01-05
40,46,40,3.0,2024-12-11
64,32,31,2.0,2025-01-02
20,32,23,2.0,2025-07-10
6,33,68,5.0,2025-01-16
8,105,32,1.0,2025-06-02
55,83,88,3.0,2024-12-26
28,119,22,3.0,2025-03-16
86,10,23,2.0,2025-11-02
65,26,81,1.0,2025-08-06
61,1,18,,2025-03-11
12,117,71,4.0,2025-03-13
2,115,80,1.0,2025-08-25
45,19,78,4.0,2024-11-30
47,38,83,3.0,2025-08-13
6,147,20,,2025-09-15
96,56,30,2.0,2025-09-15
6,148,75,5.0,2025-08-14
6,70,80,2.0,2025-08-30
64,89,82,2.0,2025-10-09
22,24,89,4.0,2025-02-21
50,48,12,,2024-12-04
50,52,17,,2024-12-25
45,4,6,,2025-03-22
49,136,18,,2025-05-28
34,3,67,1.0,2025-03-07
44,122,85,5.0,2025-05-14
20,51,66,3.0,2025-04-13
20,14,24,2.0,2025-01-07
49,115,80,1.0,2025-05-09
25,95,79,3.0,2025-04-16
14,38,82,2.0,2025-08-14
75,69,37,1.0,2025-01-15
91,44,80,5.0,2025-08-23
21,28,77,1.0,2024-11-04
96,5,75,5.0,2024-12-09
21,57,22,2.0,2024-12-19
18,80,72,2.0,2025-10-27
58,111,77,1.0,2025-01-14
76,68,45,3.0,2024-12-07
7,146,28,4.0,2025-01-04
84,78,11,,2025-04-21
65,75,67,3.0,2025-07-21
41,147,23,2.0,2024-12-02
40,57,14,,2025-07-11
44,45,5,,2025-01-12
55,45,51,3.0,2025-09-18
97,21,85,1.0,2025-06-09
21,36,5,,2025-09-11
58,133,75,2.0,2024-12-07
10,106,31,1.0,2025-02-01
16,59,38,4.0,2025-06-03
95,64,45,1.0,2025-10-20
21,132,15,,2024-12-09
85,20,49,3.0,2024-11-07
93,57,13,,2025-01-22
84,88,76,2.0,2024-11-03
19,11,93,5.0,2025-08-31
67,110,79,4.0,2025-03-08
62,102,1,,2025-07-01
13,99,70,2.0,2025-09-06
3,110,68,5.0,2025-07-28
76,49,55,4.0,2025-07-23
83,88,99,1.0,2025-08-28
90,12,63,5.0,2025-09-20
53,31,66,1.0,2025-07-04
70,79,32,2.0,2024-12-10
46,65,10,,2025-06-24
54,25,55,1.0,2025-10-11
25,38,25,4.0,2024-12-02
94,56,7,,2025-06-23
21,150,100,4.0,2025-06-10
32,101,73,3.0,2025-09-10
71,26,25,2.0,2025-05-10
91,100,30,3.0,2024-12-27
13,39,89,2.0,2024-11-16
72,79,94,4.0,2025-08-20
56,105,89,1.0,2024-11-26
69,93,48,5.0,2025-04-12
55,78,23,5.0,2024-11-14
6,93,19,,2025-09-23
54,138,57,3.0,2025-07-31
27,140,51,4.0,2025-02-15
8,63,100,5.0,2025-09-03
17,20,49,4.0,2024-11-02
19,83,41,1.0,2025-09-29
55,25,80,4.0,2025-02-18
8,12,35,5.0,2024-12-02
27,81,69,5.0,2025-07-21
84,15,23,2.0,2025-03-13
33,98,65,1.0,2025-09-14
96,48,77,4.0,2025-07-07
39,86,49,5.0,2025-01-03
3,3,55,5.0,2025-02-10
75,99,28,2.0,2025-03-13
32,97,34,2.0,2025-10-26
24,146,8,,2025-06-06
72,137,74,4.0,2025-11-01
89,110,69,4.0,2025-10-24
68,103,38,5.0,2025-02-02
29,122,96,3.0,2025-03-26
89,52,25,4.0,2025-04-30
14,142,26,1.0,2024-11-14
62,116,77,1.0,2025-06-16
20,91,56,1.0,2024-12-07
34,24,97,1.0,2024-11-04
34,68,95,1.0,2025-08-15
3,43,99,1.0,2025-07-04
75,121,48,3.0,2025-02-10
3,92,34,1.0,2024-11-03
91,118,35,4.0,2025-09-18
44,15,4,,2025-02-05
27,100,35,3.0,2025-09-06
32,48,75,2.0,2025-04-04
41,35,82,5.0,2024-12-12
18,94,95,5.0,2024-12-15
65,36,77,3.0,2025-04-14
73,76,2,,2025-06-25
13,8,64,2.0,2024-11-24
77,130,36,5.0,2025-03-30
98,116,42,4.0,2025-01-26
29,78,13,,2025-07-25
19,108,84,1.0,2024-11-12
67,9,26,3.0,2025-10-29
34,19,78,3.0,2025-05-30
44,3,0,,2025-07-30
84,24,17,,2025-05-12
84,46,34,4.0,2025-07-26
62,117,25,2.0,2025-06-21
34,75,2,,2025-04-10
37,71,40,4.0,2024-11-22
89,135,94,5.0,2025-10-21
98,53,17,,2025-05-23
19,26,21,5.0,2025-07-14
55,71,50,4.0,2025-10-05
20,41,76,2.0,2025-01-27
95,52,22,1.0,2024-11-26
86,5,89,4.0,2024-12-09
35,73,9,,2025-04-15
59,80,87,2.0,2024-11-25
39,27,80,1.0,2025-10-06
2,16,69,1.0,2024-12-28
37,78,33,3.0,2025-10-03
96,109,89,1.0,2025-04-26
12,70,70,5.0,2024-11-04
54,52,94,1.0,2025-06-02
96,19,57,3.0,2025-04-14
38,43,40,1.0,2025-08-02
15,47,59,4.0,2025-05-02
20,95,55,2.0,2024-12-05
53,125,63,3.0,2025-06-06
4,46,63,4.0,2025-11-02
13,63,36,1.0,2025-01-31
14,60,18,,2025-01-10
48,57,0,,2025-02-20
34,95,20,,2024-12-10
42,84,7,,2025-06-12
47,127,3,,2025-03-17
6,20,70,3.0,2025-07-29
80,42,92,1.0,2025-10-18
72,86,98,4.0,2025-06-08
19,102,52,2.0,2025-05-27
95,125,10,,2025-02-15
7,19,90,5.0,2025-08-26
77,13,73,5.0,2025-03-20
31,96,76,5.0,2025-10-27
52,142,93,1.0,2024-12-25
81,1,53,4.0,2024-12-22
32,92,33,4.0,2025-08-28
23,106,54,3.0,2025-08-29
15,65,76,3.0,2024-12-27
3,33,1,,2025-05-06
85,145,54,5.0,2025-05-10
30,44,77,5.0,2025-10-19
55,30,46,1.0,2025-01-01
39,120,78,2.0,2025-10-14
14,45,98,5.0,2025-07-08
52,3,17,,2025-05-14
75,143,30,1.0,2025-10-31
65,80,52,1.0,2025-04-29
17,46,98,2.0,2025-10-04
13,109,10,,2024-11-21
62,44,84,4.0,2025-02-06
85,9,31,3.0,2025-02-20
23,129,5,,2024-11-20
11,76,76,1.0,2025-04-19
38,36,24,2.0,2025-04-18
100,13,74,5.0,2024-12-28
26,148,72,3.0,2025-07-23
46,66,16,,2025-05-24
23,137,27,2.0,2024-11-06
76,82,38,3.0,2024-12-17
50,63,81,2.0,2025-04-29
22,64,48,5.0,2025-06-19
45,89,14,,2025-04-13
60,95,78,4.0,2025-08-12
72,44,89,5.0,2025-08-27
7,60,23,5.0,2024-11-10
21,102,58,5.0,2025-02-23
71,10,13,,2025-10-08
46,61,45,5.0,2025-10-07
24,26,62,1.0,2025-02-07
83,76,87,4.0,2025-05-16
69,26,83,3.0,2025-07-02
90,89,82,1.0,2024-11-16
8,23,71,1.0,2025-01-24
17,116,54,2.0,2025-04-08
36,70,13,,2025-10-14
84,126,42,1.0,2025-09-10
17,104,51,1.0,2024-12-22
45,41,19,,2025-08-17
93,54,41,5.0,2025-09-09
42,41,70,2.0,2025-07-30
97,83,26,5.0,2025-05-24
48,146,38,3.0,2025-05-10
66,6,97,1.0,2025-08-25
1,76,62,1.0,2025-05-02
73,23,81,2.0,2025-03-25
20,124,97,5.0,2025-03-19
46,13,3,,2025-01-29
61,117,27,5.0,2025-05-12
86,39,60,1.0,2025-06-01
53,109,24,4.0,2024-12-31
81,85,97,3.0,2024-12-16
8,38,29,4.0,2025-10-11
64,137,31,3.0,2024-11-23
43,2,19,,2024-11-18
77,84,40,4.0,2025-09-14
25,150,22,4.0,2025-09-28
90,2,61,3.0,2025-01-07
72,112,3,,2025-06-13
70,105,20,,2025-01-30
36,88,93,5.0,2025-01-10
70,13,89,2.0,2025-06-23
68,144,38,5.0,2024-11-18
78,137,26,4.0,2025-02-05
96,132,91,4.0,2025-09-21
45,51,31,2.0,2025-02-18
74,62,5,,2024-12-28
91,47,87,3.0,2025-02-13
29,103,96,5.0,2025-07-30
97,15,79,5.0,2025-06-02
50,58,3,,2025-10-26
43,19,23,2.0,2025-08-30
21,68,74,2.0,2025-05-25
13,89,95,1.0,2025-03-13
95,10,29,4.0,2025-09-16
85,5,93,4.0,2025-08-09
38,48,6,,2025-06-23
46,58,13,,2025-08-27
4,107,88,4.0,2025-08-29
52,42,49,4.0,2025-04-16
61,146,61,1.0,2024-11-13
57,80,96,1.0,2024-11-02
89,98,43,1.0,2024-11-28
89,41,84,3.0,2025-01-03
38,25,98,1.0,2024-11-03
6,85,29,4.0,2024-12-08
50,135,46,1.0,2025-05-30
6,75,50,1.0,2025-05-17
56,130,96,3.0,2024-11-28
63,29,41,3.0,2025-10-02
70,91,79,4.0,2025-06-01
30,147,89,1.0,2025-09-19
1,1,55,4.0,2025-09-29
4,35,70,5.0,2024-12-15
59,149,51,5.0,2025-03-01
60,19,75,5.0,2025-05-09
18,80,11,,2025-05-11
32,112,79,1.0,2024-11-04
77,102,67,2.0,2024-11-17
75,37,49,1.0,2025-09-12
58,122,50,1.0,2024-11-21
3,90,48,1.0,2025-10-27
76,104,94,1.0,2024-12-28
20,63,58,2.0,2025-04-02
83,138,74,1.0,2025-10-06
99,47,42,3.0,2025-06-15
47,133,54,3.0,2025-05-06
73,43,100,4.0,2025-08-06
69,111,64,5.0,2025-03-16
32,132,62,1.0,2024-12-18
62,145,27,1.0,2025-09-05
93,90,45,5.0,2025-08-16
42,124,11,,2025-06-07
54,95,30,4.0,2024-12-02
8,138,26,4.0,2025-03-27
30,103,97,4.0,2025-07-20
19,34,86,4.0,2025-06-04
5,41,59,5.0,2024-11-18
91,86,30,2.0,2025-04-13
32,114,37,2.0,2025-06-13
4,99,40,4.0,2025-06-13
92,149,46,4.0,2024-12-01
74,118,13,,2025-08-22
16,26,10,,2025-04-10
4,136,33,5.0,2025-05-06
92,82,17,,2025-04-29
50,64,31,3.0,2025-09-29
90,61,71,4.0,2025-07-19
15,123,22,3.0,2025-09-15
55,15,98,4.0,2025-07-25
100,110,29,3.0,2025-07-29
10,58,53,2.0,2025-06-30
18,72,46,2.0,2024-11-24
98,8,18,,2025-04-16
36,42,42,4.0,2025-07-31
70,55,72,5.0,2025-06-27
32,150,47,5.0,2025-09-29
31,123,80,4.0,2025-08-11
56,98,14,,2025-07-03
3,68,70,4.0,2025-04-25
56,96,87,1.0,2024-11-29
6,125,63,4.0,2024-11-08
94,12,44,4.0,2025-10-08
98,105,80,2.0,2025-02-10
15,46,17,,2025-05-12
62,109,8,,2025-02-23
57,106,29,5.0,2024-12-19
67,36,12,,2025-04-08
44,1,49,1.0,2025-09-14
63,58,72,4.0,2024-11-15
35,11,37,3.0,2025-04-27
86,13,4,,2025-08-07
94,62,65,3.0,2025-09-07
18,116,67,5.0,2025-08-11
100,142,12,,2025-07-10
8,45,46,2.0,2025-04-20
69,24,31,3.0,2025-09-02
78,69,83,4.0,2024-11-21
26,114,75,4.0,2025-08-10
98,110,92,2.0,2024-12-04
50,108,60,4.0,2025-06-17
17,47,26,1.0,2025-02-16
36,55,16,,2025-08-10
34,120,58,4.0,2025-05-21
81,147,29,2.0,2025-05-09
53,86,83,3.0,2025-02-13
9,22,51,3.0,2025-07-06
9,100,89,1.0,2025-03-15
71,13,20,,2024-11-10
88,127,21,5.0,2025-05-20
1,48,43,2.0,2025-08-06
63,35,96,4.0,2025-04-14
92,28,78,1.0,2025-01-08
46,13,69,3.0,2025-05-03
76,73,37,3.0,2025-09-03
14,74,47,4.0,2025-09-19
36,80,92,2.0,2025-08-17
75,17,8,,2025-08-21
44,18,89,2.0,2025-04-29
28,76,84,4.0,2024-11-24
24,62,33,4.0,2025-06-03
38,67,21,4.0,2025-06-16
3,61,7,,2024-11-14
58,49,75,1.0,2025-08-22
96,126,87,3.0,2025-01-23
27,110,97,2.0,2025-09-16
2,34,78,5.0,2024-12-04
90,59,49,2.0,2025-01-13
26,59,3,,2025-03-02
3,19,2,,2025-10-10
75,81,60,3.0,2025-09-06
14,58,60,3.0,2024-11-24
86,113,30,5.0,2024-12-12
82,15,6,,2025-03-13
44,19,68,4.0,2025-07-16
18,78,90,2.0,2025-06-08
76,109,85,2.0,2024-12-09
41,13,79,3.0,2024-12-10
37,74,88,3.0,2025-05-21
21,143,84,4.0,2025-03-31
85,93,52,1.0,2025-06-06
50,103,8,,2024-12-11
68,110,48,1.0,2025-02-16
67,79,39,1.0,2025-03-03
64,148,21,1.0,2025-04-10
62,137,56,4.0,2025-05-05
4,85,11,,2024-11-05
22,115,50,2.0,2025-06-14
89,11,88,5.0,2025-04-02
99,70,32,5.0,2025-08-22
22,64,92,4.0,2025-02-13
97,60,50,3.0,2025-09-20
44,134,45,5.0,2025-11-02
35,43,69,4.0,2025-01-22
86,26,32,1.0,2025-05-29
90,131,15,,2025-08-03
5,31,15,,2025-06-15
87,63,52,4.0,2025-01-13
53,31,78,5.0,2025-09-27
95,127,7,,2025-06-08
10,90,8,,2025-04-06
69,3,12,,2025-10-15
89,147,64,4.0,2024-11-07
64,101,49,1.0,2025-06-26
50,24,67,5.0,2025-01-20
88,109,32,3.0,2025-04-03
99,73,23,4.0,2024-11-08
23,32,82,4.0,2025-03-23
75,127,30,5.0,2025-09-04
16,74,35,3.0,2025-08-27
19,120,84,4.0,2025-09-20
98,8,68,2.0,2025-08-15
20,89,68,3.0,2025-05-28
30,12,75,3.0,2025-05-14
25,31,16,,2024-12-17
9,91,46,4.0,2025-08-16
72,28,22,1.0,2025-06-22
22,23,4,,2025-10-05
64,10,46,2.0,2025-06-28
14,11,63,3.0,2025-10-18
12,48,83,5.0,2025-02-22
20,64,88,2.0,2024-11-06
26,9,61,2.0,2025-10-13
29,81,66,5.0,2025-03-06
41,135,77,3.0,2024-12-07
8,20,94,1.0,2025-08-17
77,104,52,2.0,2025-07-23
14,141,100,2.0,2025-08-09
8,44,34,3.0,2025-02-11
50,73,9,,2025-01-14
56,9,96,3.0,2025-09-01
32,39,85,4.0,2025-08-22
82,107,2,,2025-06-04
28,132,53,3.0,2025-03-26
93,2,71,1.0,2025-05-20
99,104,13,,2025-02-03
75,139,45,1.0,2025-05-29
79,39,35,2.0,2025-08-01
100,37,11,,2025-08-02
33,91,9,,2024-11-05
3,34,90,2.0,2025-04-08
18,132,53,4.0,2025-04-29
94,50,70,5.0,2025-06-24
18,129,8,,2025-03-09
80,119,80,5.0,2025-07-03
46,58,76,2.0,2025-02-08
18,14,1,,2025-07-28
97,26,30,2.0,2025-08-26
66,101,84,4.0,2025-03-15
71,83,0,,2025-01-22
29,73,8,,2025-05-14
56,40,18,,2025-02-06
7,10,75,4.0,2024-12-18
97,23,62,3.0,2025-04-04
60,105,32,1.0,2025-03-20
93,70,3,,2025-03-14
64,89,19,,2025-03-14
76,16,15,,2025-05-10
59,52,40,2.0,2025-06-04
67,114,17,,2025-10-27
6,107,11,,2025-01-13
38,87,54,3.0,2024-12-21
74,13,46,5.0,2025-08-03
11,77,41,2.0,2025-05-25
1,85,100,4.0,2025-10-08
44,47,20,,2025-05-01
61,73,20,,2025-09-10
17,137,75,3.0,2025-06-15
42,113,21,1.0,2024-12-07
24,25,39,2.0,2025-10-24
79,82,32,1.0,2025-08-19
89,27,15,,2025-10-16
77,113,48,2.0,2025-08-25
60,20,62,1.0,2025-09-09
23,147,67,5.0,2025-08-31
32,8,81,2.0,2025-08-21
54,65,94,4.0,2025-06-02
26,77,40,3.0,2025-06-25
31,65,46,2.0,2024-11-23
37,95,77,2.0,2025-08-08
27,61,28,3.0,2024-12-05
58,127,77,2.0,2025-07-23
4,106,16,,2025-07-20
24,70,72,5.0,2025-09-05
63,88,75,4.0,2024-12-05
31,52,14,,2025-08-09
74,73,55,2.0,2025-02-04
1,38,96,1.0,2025-04-10
11,99,5,,2025-05-24
67,109,37,1.0,2025-02-03
48,47,62,2.0,2025-04-10
16,61,64,3.0,2025-07-01
87,145,44,1.0,2025-01-25
2,107,11,,2024-12-07
99,31,3,,2025-09-17
74,114,60,3.0,2024-11-02
19,104,70,3.0,2025-04-08
96,55,31,5.0,2024-11-28
24,58,63,5.0,2025-09-13
4,149,16,,2025-01-25
81,74,0,,2025-08-06
5,75,17,,2025-08-07
22,111,44,5.0,2025-10-31
68,98,98,4.0,2024-12-08
76,15,49,2.0,2024-11-25
2,34,52,5.0,2025-01-19
95,99,61,1.0,2025-07-04
74,60,19,,2025-06-03
53,70,87,4.0,2025-07-27
27,136,90,1.0,2025-08-19
43,71,87,5.0,2025-03-08
96,64,54,3.0,2025-06-04
36,116,72,2.0,2025-06-25
99,106,13,,2024-11-16
24,5,25,4.0,2024-11-04
42,4,62,2.0,2025-01-19
45,113,100,3.0,2025-06-22
68,48,21,5.0,2025-06-14
5,50,59,5.0,2025-09-06
69,55,98,4.0,2025-07-10
90,30,20,,2024-11-28
85,21,32,2.0,2025-04-10
48,70,87,2.0,2025-08-24
81,26,21,5.0,2024-12-02
17,119,43,5.0,2025-04-27
77,34,32,2.0,2025-04-20
45,2,70,5.0,2024-11-15
100,48,53,3.0,2025-10-07
51,41,19,,2025-08-04
82,49,47,1.0,2025-10-21
89,89,30,3.0,2025-09-02
97,102,70,3.0,2025-03-15
59,63,58,3.0,2025-03-18
55,6,11,,2025-10-05
53,118,44,3.0,2024-12-23
40,3,55,3.0,2025-08-30
65,19,0,,2025-09-10
25,10,25,3.0,2025-02-14
58,86,85,2.0,2025-08-16
32,43,78,4.0,2025-01-23
10,89,22,1.0,2025-06-13
37,129,14,,2025-02-01
64,2,41,5.0,2025-07-19
20,106,58,5.0,2025-06-20
95,134,92,1.0,2025-02-24
87,119,11,,2025-05-18
48,86,19,,2024-12-05
88,148,91,5.0,2025-10-29
59,26,9,,2025-07-28
65,64,37,5.0,2025-11-01
50,124,51,3.0,2025-08-05
6,95,30,3.0,2025-06-29
81,41,76,1.0,2025-10-07
8,64,6,,2025-08-06
94,143,95,4.0,2025-01-25
55,49,68,3.0,2025-09-02
93,79,85,3.0,2024-12-03
65,16,84,1.0,2025-03-13
98,44,9,,2025-07-19
64,56,97,5.0,2025-01-16
78,116,6,,2025-05-16
92,86,30,1.0,2024-11-22
16,119,61,1.0,2025-10-12
11,86,10,,2025-10-07
68,127,34,3.0,2024-12-26
36,23,72,5.0,2025-01-09
9,52,15,,2025-03-09
42,135,31,3.0,2025-01-18
77,37,66,2.0,2025-02-01
1,61,60,3.0,2025-09-08
66,37,35,1.0,2025-02-26
92,3,16,,2024-11-24
55,125,27,3.0,2025-05-15
11,45,64,1.0,2025-10-17
24,127,50,1.0,2025-02-08
34,108,31,2.0,2025-06-06
3,49,48,3.0,2025-04-06
6,21,97,1.0,2025-01-31
90,141,53,5.0,2025-07-05
27,64,90,2.0,2025-05-16
92,132,7,,2025-08-30
7,133,79,5.0,2025-04-12
87,114,90,4.0,2025-01-01
92,5,31,4.0,2024-12-01
34,17,53,5.0,2025-06-30
3,50,80,4.0,2025-03-09
46,33,99,1.0,2025-10-20
16,117,1,,2025-08-05
68,92,44,5.0,2025-07-07
88,33,64,5.0,2024-11-29
52,141,73,1.0,2025-06-10
64,20,59,2.0,2024-12-13
72,134,76,5.0,2025-05-12
53,31,48,4.0,2024-12-03
91,145,79,4.0,2025-06-29
68,35,100,4.0,2025-04-05
58,109,37,4.0,2025-02-02
47,144,29,1.0,2025-10-04
10,34,83,3.0,2025-04-18
10,17,68,1.0,2025-09-24
100,139,62,4.0,2025-01-29
45,147,0,,2025-10-05
78,70,2,,2024-12-23
85,40,64,4.0,2024-12-21
38,81,85,4.0,2025-10-31
77,11,36,4.0,2025-01-01
38,103,11,,2025-01-15
38,8,74,4.0,2024-12-07
95,84,88,4.0,2025-01-28
96,99,28,1.0,2025-09-17
77,54,74,4.0,2025-02-02
49,113,60,1.0,2025-03-27
79,9,78,3.0,2024-11-19
39,46,42,1.0,2025-10-13
97,115,67,5.0,2025-09-30
45,100,19,,2025-08-17
28,113,28,1.0,2025-03-03
